path_key,path_metadata,label,source_label,source_key,source_name,caption,combined_v3,convnext_tiny_frozen,physics_guided,resnet18,scp_fusion_v0,prediction_path,image_path,primary_score,primary_predicted_fake,score_min,score_max,score_spread,lowest_method,highest_method
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000164.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000164.jpg,1,4,4,dalle3,A long empty road way surrounded by wild plants.,0.051984503865242,0.0001450126001145,0.9974310994148254,0.9999566078186036,0.3108092748005516,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000164.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000164.jpg,0.3108092748005516,False,0.0001450126001145,0.9999566078186036,0.9998115952184892,convnext_tiny_frozen,resnet18
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000042.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000042.jpg,1,4,4,dalle3,A mostly empty train station with two trains ready to depart.  ,0.273871511220932,5.975979729555547e-05,0.9888712763786316,0.9997782111167908,0.3723734896772758,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000042.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000042.jpg,0.3723734896772758,False,5.975979729555547e-05,0.9997782111167908,0.9997184513194952,convnext_tiny_frozen,resnet18
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000028.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000028.jpg,1,4,4,dalle3,A banana sitting on top of a sidewalk near a street.,0.6514319181442261,0.0002754243032541,0.9993411898612976,0.999808132648468,0.4958330083257793,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000028.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000028.jpg,0.4958330083257793,False,0.0002754243032541,0.999808132648468,0.9995327083452139,convnext_tiny_frozen,resnet18
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000349.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000349.jpg,1,4,4,dalle3,An older man carrying a plate of food and making a silly face. ,0.2576399147510528,9.9439341283869e-05,0.985982358455658,0.9995766282081604,0.3664341946229096,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000349.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000349.jpg,0.3664341946229096,False,9.9439341283869e-05,0.9995766282081604,0.9994771888668765,convnext_tiny_frozen,resnet18
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000115.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000115.jpg,1,4,4,dalle3,A red motorcycle is on the sidewalk in front of a business with ads on the windows.,0.1444159001111984,9.623437654227018e-05,0.9995211362838744,0.1945100128650665,0.139276021670815,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000115.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000115.jpg,0.139276021670815,False,9.623437654227018e-05,0.9995211362838744,0.9994249019073321,convnext_tiny_frozen,physics_guided
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000064.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000064.jpg,1,1,1,sd21,A plane that is flying in the air.,0.0014035524800419,0.0007899296469986,0.9998855590820312,0.8657194972038269,0.2596639902207743,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000064.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000064.jpg,0.2596639902207743,False,0.0007899296469986,0.9998855590820312,0.9990956294350326,convnext_tiny_frozen,physics_guided
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000406.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000406.jpg,1,1,1,sd21,Roadway intersection near large brick building in city.,0.131240427494049,0.3899796903133392,0.9991482496261596,0.0002061148843495,0.2627355238882851,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000406.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000406.jpg,0.2627355238882851,False,0.0002061148843495,0.9991482496261596,0.99894213474181,resnet18,physics_guided
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000071.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000071.jpg,1,5,5,midjourney6,An unhappy cat wearing a puffy pink beanie,0.7889073491096497,0.0010120006045326,0.999626874923706,0.6545138359069824,0.4187043506781889,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000071.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000071.jpg,0.4187043506781889,False,0.0010120006045326,0.999626874923706,0.9986148743191735,convnext_tiny_frozen,physics_guided
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000079.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000079.jpg,0,0,0,real,A bus stopped at a bus stop in front of  a tall building.,0.3341057896614074,0.0012744943378493,0.9998751878738404,0.9184309244155884,0.368140358236653,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000079.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/real/validation_real_000079.jpg,0.368140358236653,False,0.0012744943378493,0.9998751878738404,0.9986006935359911,convnext_tiny_frozen,physics_guided
data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000327.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000327.jpg,1,4,4,dalle3,a large elephant that is standing up eating,0.4725211858749389,0.0015710555016994,0.9956620335578918,0.999996542930603,0.4378065927207195,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000327.jpg,data/raw/ms_cocoai_2026_validation_source_balanced_100/validation/ai_generated/validation_ai_generated_000327.jpg,0.4378065927207195,False,0.0015710555016994,0.999996542930603,0.9984254874289036,convnext_tiny_frozen,resnet18
